CAT,Caterpillar Inc.,NASDAQ,100856591737.36
CBOE,CBOE Holdings,NASDAQ,100856591738.36
CBG,CBRE Group,NASDAQ,100856591739.36
CBS,CBS Corp.,NASDAQ,100856591740.36
CELG,Celgene Corp.,NASDAQ,100856591741.36
CNC,Centene Corporation,NASDAQ,100856591742.36
CNP,CenterPoint Energy,NASDAQ,100856591743.36
CTL,CenturyLink Inc,NASDAQ,100856591744.36
CERN,Cerner,NASDAQ,100856591745.36
CF,CF Industries Holdings Inc,NASDAQ,100856591746.36
SCHW,Charles Schwab Corporation,NASDAQ,100856591747.36
CHTR,Charter Communications,NASDAQ,100856591748.36
CHK,Chesapeake Energy,NASDAQ,100856591749.36
CVX,Chevron Corp.,NASDAQ,100856591750.36
CMG,Chipotle Mexican Grill,NASDAQ,100856591751.36
CB,Chubb Limited,NASDAQ,100856591752.36
CHD,Church & Dwight,NASDAQ,100856591753.36
CI,CIGNA Corp.,NASDAQ,100856591754.36
XEC,Cimarex Energy,NASDAQ,100856591755.36
CINF,Cincinnati Financial,NASDAQ,100856591756.36
CTAS,Cintas Corporation,NASDAQ,100856591757.36
C,Citigroup Inc.,NASDAQ,100856591759.36
CFG,Citizens Financial Group,NASDAQ,100856591760.36
CTXS,Citrix Systems,NASDAQ,100856591761.36
CME,CME Group Inc.,NASDAQ,100856591762.36
CMS,CMS Energy,NASDAQ,100856591763.36
COH,Coach Inc.,NASDAQ,100856591764.36
KO,Coca Cola Company,NASDAQ,100856591765.36
CTSH,Cognizant Technology Solutions,NASDAQ,100856591766.36
CL,Colgate-Palmolive,NASDAQ,100856591767.36
CMCSA,Comcast Corp.,NASDAQ,100856591768.36
CMA,Comerica Inc.,NASDAQ,100856591769.36
CAG,ConAgra Foods Inc.,NASDAQ,100856591770.36
CXO,Concho Resources,NASDAQ,100856591771.36
COP,ConocoPhillips,NASDAQ,100856591772.36
ED,Consolidated Edison,NASDAQ,100856591773.36
STZ,Constellation Brands,NASDAQ,100856591774.36
GLW,Corning Inc.,NASDAQ,100856591775.36
COST,Costco Co.,NASDAQ,100856591776.36
COTY,Coty Inc,NASDAQ,100856591777.36
CCI,Crown Castle International Corp.,NASDAQ,100856591778.36
CSRA,CSRA Inc.,NASDAQ,100856591779.36
CSX,CSX Corp.,NASDAQ,100856591780.36
CMI,Cummins Inc.,NASDAQ,100856591781.36
CVS,CVS Health,NASDAQ,100856591782.36
DHI,D. R. Horton,NASDAQ,100856591783.36
DHR,Danaher Corp.,NASDAQ,100856591784.36
DRI,Darden Restaurants,NASDAQ,100856591785.36
DVA,DaVita Inc.,NASDAQ,100856591786.36
DE,Deere & Co.,NASDAQ,100856591787.36
DLPH,Delphi Automotive,NASDAQ,100856591788.36
DAL,Delta Air Lines,NASDAQ,100856591789.36
XRAY,Dentsply Sirona,NASDAQ,100856591790.36
DVN,Devon Energy Corp.,NASDAQ,100856591791.36
DLR,Digital Realty Trust,NASDAQ,100856591792.36
DFS,Discover Financial Services,NASDAQ,100856591793.36
DISCA,Discovery Communications-A,NASDAQ,100856591794.36
DISCK,Discovery Communications-C,NASDAQ,100856591795.36
DG,Dollar General,NASDAQ,100856591796.36
DLTR,Dollar Tree,NASDAQ,100856591797.36
D,Dominion Resources,NASDAQ,100856591798.36
DOV,Dover Corp.,NASDAQ,100856591799.36
DOW,Dow Chemical,NASDAQ,100856591800.36
DPS,Dr Pepper Snapple Group,NASDAQ,100856591801.36
DTE,DTE Energy Co.,NASDAQ,100856591802.36
DD,Du Pont (E.I.),NASDAQ,100856591803.36
DUK,Duke Energy,NASDAQ,100856591804.36
DNB,Dun & Bradstreet,NASDAQ,100856591805.36
ETFC,E*Trade,NASDAQ,100856591806.36
EMN,Eastman Chemical,NASDAQ,100856591807.36
ETN,Eaton Corporation,NASDAQ,100856591808.36
EBAY,eBay Inc.,NASDAQ,100856591809.36
ECL,Ecolab Inc.,NASDAQ,100856591810.36
EIX,Edison Int'l,NASDAQ,100856591811.36
EW,Edwards Lifesciences,NASDAQ,100856591812.36
EA,Electronic Arts,NASDAQ,100856591813.36
EMR,Emerson Electric Company,NASDAQ,100856591814.36
ETR,Entergy Corp.,NASDAQ,100856591815.36
EVHC,Envision Healthcare,NASDAQ,100856591816.36
EOG,EOG Resources,NASDAQ,100856591817.36
EQT,EQT Corporation,NASDAQ,100856591818.36
EFX,Equifax Inc.,NASDAQ,100856591819.36
EQIX,Equinix,NASDAQ,100856591820.36
EQR,Equity Residential,NASDAQ,100856591821.36
ESS,Essex Property Trust Inc.,NASDAQ,100856591822.36
EL,Estee Lauder Cos.,NASDAQ,100856591823.36
ES,Eversource Energy,NASDAQ,100856591824.36
EXC,Exelon Corp.,NASDAQ,100856591825.36
EXPE,Expedia Inc.,NASDAQ,100856591826.36
EXPD,Expeditors Int'l,NASDAQ,100856591827.36
ESRX,Express Scripts,NASDAQ,100856591828.36
EXR,Extra Space Storage,NASDAQ,100856591829.36
XOM,Exxon Mobil Corp.,NASDAQ,100856591830.36
FFIV,F5 Networks,NASDAQ,100856591831.36
FB,Facebook Inc.,NASDAQ,100856591832.36
FAST,Fastenal Co,NASDAQ,100856591833.36
FRT,Federal Realty Investment Trust,NASDAQ,100856591834.36
FDX,FedEx Corporation,NASDAQ,100856591835.36
FIS,Fidelity National Information Services,NASDAQ,100856591836.36
FITB,Fifth Third Bancorp,NASDAQ,100856591837.36
FSLR,First Solar Inc,NASDAQ,100856591838.36
FE,FirstEnergy Corp,NASDAQ,100856591839.36
FISV,Fiserv Inc,NASDAQ,100856591840.36
FLIR,FLIR Systems,NASDAQ,100856591841.36
FLS,Flowserve Corporation,NASDAQ,100856591842.36
FLR,Fluor Corp.,NASDAQ,100856591843.36
FMC,FMC Corporation,NASDAQ,100856591844.36
FTI,FMC Technologies Inc.,NASDAQ,100856591845.36
FL,Foot Locker Inc,NASDAQ,100856591846.36
F,Ford Motor,NASDAQ,100856591847.36
FTV,Fortive Corp,NASDAQ,100856591848.36
FBHS,Fortune Brands Home & Security,NASDAQ,100856591849.36
BEN,Franklin Resources,NASDAQ,100856591850.36
FCX,Freeport-McMoRan Inc.,NASDAQ,100856591851.36
FTR,Frontier Communications,NASDAQ,100856591852.36
GPS,Gap (The),NASDAQ,100856591853.36
GRMN,Garmin Ltd.,NASDAQ,100856591854.36
GD,General Dynamics,NASDAQ,100856591855.36
GE,General Electric,NASDAQ,100856591856.36
GGP,General Growth Properties Inc.,NASDAQ,100856591857.36
GIS,General Mills,NASDAQ,100856591858.36
GM,General Motors,NASDAQ,100856591859.36
GPC,Genuine Parts,NASDAQ,100856591860.36
GILD,Gilead Sciences,NASDAQ,100856591861.36
GPN,Global Payments Inc,NASDAQ,100856591862.36
GS,Goldman Sachs Group,NASDAQ,100856591863.36
GT,Goodyear Tire & Rubber,NASDAQ,100856591864.36
GWW,Grainger (W.W.) Inc.,NASDAQ,100856591865.36
HAL,Halliburton Co.,NASDAQ,100856591866.36
HBI,Hanesbrands Inc,NASDAQ,100856591867.36
HOG,Harley-Davidson,NASDAQ,100856591868.36
HAR,Harman Int'l Industries,NASDAQ,100856591869.36
HRS,Harris Corporation,NASDAQ,100856591870.36
HIG,Hartford Financial Svc.Gp.,NASDAQ,100856591871.36
HAS,Hasbro Inc.,NASDAQ,100856591872.36
HCA,HCA Holdings,NASDAQ,100856591873.36
HCP,HCP Inc.,NASDAQ,100856591874.36
HP,Helmerich & Payne,NASDAQ,100856591875.36
HSIC,Henry Schein,NASDAQ,100856591876.36
HES,Hess Corporation,NASDAQ,100856591877.36
HPE,Hewlett Packard Enterprise,NASDAQ,100856591878.36
HOLX,Hologic,NASDAQ,100856591879.36
HD,Home Depot,NASDAQ,100856591880.36
HON,Honeywell Int'l Inc.,NASDAQ,100856591881.36
HRL,Hormel Foods Corp.,NASDAQ,100856591882.36
HST,Host Hotels & Resorts,NASDAQ,100856591883.36
HPQ,HP Inc.,NASDAQ,100856591884.36
HUM,Humana Inc.,NASDAQ,100856591885.36
HBAN,Huntington Bancshares,NASDAQ,100856591886.36
IDXX,IDEXX Laboratories,NASDAQ,100856591887.36
ITW,Illinois Tool Works,NASDAQ,100856591888.36
ILMN,Illumina Inc,NASDAQ,100856591889.36
INCY,Incyte,NASDAQ,100856591890.36
IR,Ingersoll-Rand PLC,NASDAQ,100856591891.36
ICE,Intercontinental Exchange,NASDAQ,100856591893.36
IP,International Paper,NASDAQ,100856591895.36
IPG,Interpublic Group,NASDAQ,100856591896.36
IFF,Intl Flavors & Fragrances,NASDAQ,100856591897.36
INTU,Intuit Inc.,NASDAQ,100856591898.36
ISRG,Intuitive Surgical Inc.,NASDAQ,100856591899.36
IVZ,Invesco Ltd.,NASDAQ,100856591900.36
IRM,Iron Mountain Incorporated,NASDAQ,100856591901.36
JBHT,J. B. Hunt Transport Services,NASDAQ,100856591902.36
JEC,Jacobs Engineering Group,NASDAQ,100856591903.36
SJM,JM Smucker,NASDAQ,100856591904.36
JNJ,Johnson & Johnson,NASDAQ,100856591905.36
JCI,Johnson Controls International,NASDAQ,100856591906.36
JPM,JPMorgan Chase & Co.,NASDAQ,100856591907.36
JNPR,Juniper Networks,NASDAQ,100856591908.36
KSU,Kansas City Southern,NASDAQ,100856591909.36
K,Kellogg Co.,NASDAQ,100856591910.36
KEY,KeyCorp,NASDAQ,100856591911.36
KMB,Kimberly-Clark,NASDAQ,100856591912.36
KIM,Kimco Realty,NASDAQ,100856591913.36
KMI,Kinder Morgan,NASDAQ,100856591914.36
KLAC,KLA-Tencor Corp.,NASDAQ,100856591915.36
KSS,Kohl's Corp.,NASDAQ,100856591916.36
KHC,Kraft Heinz Co,NASDAQ,100856591917.36
KR,Kroger Co.,NASDAQ,100856591918.36
LB,L Brands Inc.,NASDAQ,100856591919.36
LLL,L-3 Communications Holdings,NASDAQ,100856591920.36
LH,Laboratory Corp. of America Holding,NASDAQ,100856591921.36
LRCX,Lam Research,NASDAQ,100856591922.36
LEG,Leggett & Platt,NASDAQ,100856591923.36
LEN,Lennar Corp.,NASDAQ,100856591924.36
LUK,Leucadia National Corp.,NASDAQ,100856591925.36
LVLT,Level 3 Communications,NASDAQ,100856591926.36
LLY,Lilly (Eli) & Co.,NASDAQ,100856591927.36
LNC,Lincoln National,NASDAQ,100856591928.36
LLTC,Linear Technology Corp.,NASDAQ,100856591929.36
LKQ,LKQ Corporation,NASDAQ,100856591930.36
LMT,Lockheed Martin Corp.,NASDAQ,100856591931.36
L,Loews Corp.,NASDAQ,100856591932.36
LOW,Lowe's Cos.,NASDAQ,100856591933.36
LYB,LyondellBasell,NASDAQ,100856591934.36
MTB,M&T Bank Corp.,NASDAQ,100856591935.36
MAC,Macerich,NASDAQ,100856591936.36
M,Macy's Inc.,NASDAQ,100856591937.36
MNK,Mallinckrodt Plc,NASDAQ,100856591938.36
MRO,Marathon Oil Corp.,NASDAQ,100856591939.36
MPC,Marathon Petroleum,NASDAQ,100856591940.36
MAR,Marriott Int'l.,NASDAQ,100856591941.36
MMC,Marsh & McLennan,NASDAQ,100856591942.36
MLM,Martin Marietta Materials,NASDAQ,100856591943.36
MAS,Masco Corp.,NASDAQ,100856591944.36
MA,Mastercard Inc.,NASDAQ,100856591945.36
MAT,Mattel Inc.,NASDAQ,100856591946.36
MKC,McCormick & Co.,NASDAQ,100856591947.36
MCD,McDonald's Corp.,NASDAQ,100856591948.36
MCK,McKesson Corp.,NASDAQ,100856591949.36
MJN,Mead Johnson,NASDAQ,100856591950.36
MDT,Medtronic plc,NASDAQ,100856591951.36
MRK,Merck & Co.,NASDAQ,100856591952.36
MET,MetLife Inc.,NASDAQ,100856591953.36
MTD,Mettler Toledo,NASDAQ,100856591954.36
KORS,Michael Kors Holdings,NASDAQ,100856591955.36
MCHP,Microchip Technology,NASDAQ,100856591956.36
MU,Micron Technology,NASDAQ,100856591957.36
MAA,Mid-America Apartments,NASDAQ,100856591959.36
MHK,Mohawk Industries,NASDAQ,100856591960.36
TAP,Molson Coors Brewing Company,NASDAQ,100856591961.36
MDLZ,Mondelez International,NASDAQ,100856591962.36
MON,Monsanto Co.,NASDAQ,100856591963.36
MNST,Monster Beverage,NASDAQ,100856591964.36
MCO,Moody's Corp,NASDAQ,100856591965.36
MS,Morgan Stanley,NASDAQ,100856591966.36
MSI,Motorola Solutions Inc.,NASDAQ,100856591967.36
MUR,Murphy Oil,NASDAQ,100856591968.36
MYL,Mylan N.V.,NASDAQ,100856591969.36
NDAQ,NASDAQ OMX Group,NASDAQ,100856591970.36
NOV,National Oilwell Varco Inc.,NASDAQ,100856591971.36
NAVI,Navient,NASDAQ,100856591972.36
NTAP,NetApp,NASDAQ,100856591973.36
NFLX,Netflix Inc.,NASDAQ,100856591974.36
NWL,Newell Brands,NASDAQ,100856591975.36
NFX,Newfield Exploration Co,NASDAQ,100856591976.36
NEM,Newmont Mining Corp. (Hldg. Co.),NASDAQ,100856591977.36
NWSA,News Corp. Class A,NASDAQ,100856591978.36
NWS,News Corp. Class B,NASDAQ,100856591979.36
NEE,NextEra Energy,NASDAQ,100856591980.36
NLSN,Nielsen Holdings,NASDAQ,100856591981.36
NKE,Nike,NASDAQ,100856591982.36
NI,NiSource Inc.,NASDAQ,100856591983.36
NBL,Noble Energy Inc,NASDAQ,100856591984.36
JWN,Nordstrom,NASDAQ,100856591985.36
NSC,Norfolk Southern Corp.,NASDAQ,100856591986.36
NTRS,Northern Trust Corp.,NASDAQ,100856591987.36
NOC,Northrop Grumman Corp.,NASDAQ,100856591988.36
NRG,NRG Energy,NASDAQ,100856591989.36
NUE,Nucor Corp.,NASDAQ,100856591990.36
ORLY,O'Reilly Automotive,NASDAQ,100856591992.36
OXY,Occidental Petroleum,NASDAQ,100856591993.36
OMC,Omnicom Group,NASDAQ,100856591994.36
OKE,ONEOK,NASDAQ,100856591995.36
ORCL,Oracle Corp.,NASDAQ,100856591996.36
PCAR,PACCAR Inc.,NASDAQ,100856591997.36
PH,Parker-Hannifin,NASDAQ,100856591998.36
PDCO,Patterson Companies,NASDAQ,100856591999.36
PAYX,Paychex Inc.,NASDAQ,100856592000.36
PYPL,PayPal,NASDAQ,100856592001.36
PNR,Pentair Ltd.,NASDAQ,100856592002.36
PBCT,People's United Financial,NASDAQ,100856592003.36
PEP,PepsiCo Inc.,NASDAQ,100856592004.36
PKI,PerkinElmer,NASDAQ,100856592005.36
PRGO,Perrigo,NASDAQ,100856592006.36
PFE,Pfizer Inc.,NASDAQ,100856592007.36
PCG,PG&E Corp.,NASDAQ,100856592008.36
PM,Philip Morris International,NASDAQ,100856592009.36
PSX,Phillips 66,NASDAQ,100856592010.36
PNW,Pinnacle West Capital,NASDAQ,100856592011.36
PXD,Pioneer Natural Resources,NASDAQ,100856592012.36
PNC,PNC Financial Services,NASDAQ,100856592013.36
RL,Polo Ralph Lauren Corp.,NASDAQ,100856592014.36
PPG,PPG Industries,NASDAQ,100856592015.36
PPL,PPL Corp.,NASDAQ,100856592016.36
PX,Praxair Inc.,NASDAQ,100856592017.36
PCLN,Priceline.com Inc,NASDAQ,100856592018.36
PFG,Principal Financial Group,NASDAQ,100856592019.36
PG,Procter & Gamble,NASDAQ,100856592020.36
PGR,Progressive Corp.,NASDAQ,100856592021.36
PLD,Prologis,NASDAQ,100856592022.36
PRU,Prudential Financial,NASDAQ,100856592023.36
PEG,Public Serv. Enterprise Inc.,NASDAQ,100856592024.36
PSA,Public Storage,NASDAQ,100856592025.36
PHM,Pulte Homes Inc.,NASDAQ,100856592026.36
PVH,PVH Corp.,NASDAQ,100856592027.36
QRVO,Qorvo,NASDAQ,100856592028.36
PWR,Quanta Services Inc.,NASDAQ,100856592030.36
DGX,Quest Diagnostics,NASDAQ,100856592031.36
RRC,Range Resources Corp.,NASDAQ,100856592032.36
RTN,Raytheon Co.,NASDAQ,100856592033.36
O,Realty Income Corporation,NASDAQ,100856592034.36
RHT,Red Hat Inc.,NASDAQ,100856592035.36
REG,Regency Centers Corporation,NASDAQ,100856592036.36
REGN,Regeneron,NASDAQ,100856592037.36
RF,Regions Financial Corp.,NASDAQ,100856592038.36
RSG,Republic Services Inc,NASDAQ,100856592039.36
RAI,Reynolds American Inc.,NASDAQ,100856592040.36
RHI,Robert Half International,NASDAQ,100856592041.36
ROK,Rockwell Automation Inc.,NASDAQ,100856592042.36
COL,Rockwell Collins,NASDAQ,100856592043.36
ROP,Roper Industries,NASDAQ,100856592044.36
ROST,Ross Stores,NASDAQ,100856592045.36
RCL,Royal Caribbean Cruises Ltd,NASDAQ,100856592046.36
R,Ryder System,NASDAQ,100856592047.36
SPGI,S&P Global Inc.,NASDAQ,100856592048.36
CRM,Salesforce.com,NASDAQ,100856592049.36
SCG,SCANA Corp,NASDAQ,100856592050.36
SLB,Schlumberger Ltd.,NASDAQ,100856592051.36
SNI,Scripps Networks Interactive Inc.,NASDAQ,100856592052.36
STX,Seagate Technology,NASDAQ,100856592053.36
SEE,Sealed Air,NASDAQ,100856592054.36
SRE,Sempra Energy,NASDAQ,100856592055.36
SHW,Sherwin-Williams,NASDAQ,100856592056.36
SIG,Signet Jewelers,NASDAQ,100856592057.36
SPG,Simon Property Group Inc,NASDAQ,100856592058.36
SWKS,Skyworks Solutions,NASDAQ,100856592059.36
SLG,SL Green Realty,NASDAQ,100856592060.36
SNA,Snap-On Inc.,NASDAQ,100856592061.36
SO,Southern Co.,NASDAQ,100856592062.36
LUV,Southwest Airlines,NASDAQ,100856592063.36
SWN,Southwestern Energy,NASDAQ,100856592064.36
SWK,Stanley Black & Decker,NASDAQ,100856592065.36
SPLS,Staples Inc.,NASDAQ,100856592066.36
SBUX,Starbucks Corp.,NASDAQ,100856592067.36
STT,State Street Corp.,NASDAQ,100856592068.36
SRCL,Stericycle Inc,NASDAQ,100856592069.36
SYK,Stryker Corp.,NASDAQ,100856592070.36
STI,SunTrust Banks,NASDAQ,100856592071.36
SYMC,Symantec Corp.,NASDAQ,100856592072.36
SYF,Synchrony Financial,NASDAQ,100856592073.36
SYY,Sysco Corp.,NASDAQ,100856592074.36
TROW,T. Rowe Price Group,NASDAQ,100856592075.36
TGT,Target Corp.,NASDAQ,100856592076.36
TEL,TE Connectivity Ltd.,NASDAQ,100856592077.36
TGNA,Tegna Inc.,NASDAQ,100856592078.36
TDC,Teradata Corp.,NASDAQ,100856592079.36
TSO,Tesoro Petroleum Co.,NASDAQ,100856592080.36
TXN,Texas Instruments,NASDAQ,100856592081.36
TXT,Textron Inc.,NASDAQ,100856592082.36
BK,The Bank of New York Mellon Corp.,NASDAQ,100856592083.36
CLX,The Clorox Company,NASDAQ,100856592084.36
COO,The Cooper Companies,NASDAQ,100856592085.36
HSY,The Hershey Company,NASDAQ,100856592086.36
MOS,The Mosaic Company,NASDAQ,100856592087.36
TRV,The Travelers Companies Inc.,NASDAQ,100856592088.36
DIS,The Walt Disney Company,NASDAQ,100856592089.36
TMO,Thermo Fisher Scientific,NASDAQ,100856592090.36
TIF,Tiffany & Co.,NASDAQ,100856592091.36
TWX,Time Warner Inc.,NASDAQ,100856592092.36
TJX,TJX Companies Inc.,NASDAQ,100856592093.36
TMK,Torchmark Corp.,NASDAQ,100856592094.36
TSS,Total System Services,NASDAQ,100856592095.36
TSCO,Tractor Supply Company,NASDAQ,100856592096.36
TDG,TransDigm Group,NASDAQ,100856592097.36
RIG,Transocean,NASDAQ,100856592098.36
TRIP,TripAdvisor,NASDAQ,100856592099.36
FOXA,Twenty-First Century Fox Class A,NASDAQ,100856592100.36
FOX,Twenty-First Century Fox Class B,NASDAQ,100856592101.36
TSN,Tyson Foods,NASDAQ,100856592102.36
USB,U.S. Bancorp,NASDAQ,100856592103.36
UDR,UDR Inc,NASDAQ,100856592104.36
ULTA,Ulta Salon Cosmetics & Fragrance Inc,NASDAQ,100856592105.36
UA,Under Armour,NASDAQ,100856592106.36
UAA,Under Armour,NASDAQ,100856592107.36
UNP,Union Pacific,NASDAQ,100856592108.36
UAL,United Continental Holdings,NASDAQ,100856592109.36
UNH,United Health Group Inc.,NASDAQ,100856592110.36
UPS,United Parcel Service,NASDAQ,100856592111.36
URI,United Rentals Inc.,NASDAQ,100856592112.36
UTX,United Technologies,NASDAQ,100856592113.36
UHS,Universal Health Services Inc.,NASDAQ,100856592114.36
UNM,Unum Group,NASDAQ,100856592115.36
URBN,Urban Outfitters,NASDAQ,100856592116.36
VFC,V.F. Corp.,NASDAQ,100856592117.36
VLO,Valero Energy,NASDAQ,100856592118.36
VAR,Varian Medical Systems,NASDAQ,100856592119.36
VTR,Ventas Inc,NASDAQ,100856592120.36
VRSN,Verisign Inc.,NASDAQ,100856592121.36
VRSK,Verisk Analytics,NASDAQ,100856592122.36
VZ,Verizon Communications,NASDAQ,100856592123.36
VRTX,Vertex Pharmaceuticals Inc,NASDAQ,100856592124.36
VIAB,Viacom Inc.,NASDAQ,100856592125.36
V,Visa Inc.,NASDAQ,100856592126.36
VNO,Vornado Realty Trust,NASDAQ,100856592127.36
VMC,Vulcan Materials,NASDAQ,100856592128.36
WMT,Wal-Mart Stores,NASDAQ,100856592129.36
WBA,Walgreens Boots Alliance,NASDAQ,100856592130.36
WM,Waste Management Inc.,NASDAQ,100856592131.36
WAT,Waters Corporation,NASDAQ,100856592132.36
WEC,Wec Energy Group Inc,NASDAQ,100856592133.36
WFC,Wells Fargo,NASDAQ,100856592134.36
HCN,Welltower Inc.,NASDAQ,100856592135.36
WDC,Western Digital,NASDAQ,100856592136.36
WU,Western Union Co,NASDAQ,100856592137.36
WRK,WestRock Company,NASDAQ,100856592138.36
WY,Weyerhaeuser Corp.,NASDAQ,100856592139.36
WHR,Whirlpool Corp.,NASDAQ,100856592140.36
WFM,Whole Foods Market,NASDAQ,100856592141.36
WMB,Williams Cos.,NASDAQ,100856592142.36
WLTW,Willis Towers Watson,NASDAQ,100856592143.36
WYN,Wyndham Worldwide,NASDAQ,100856592144.36
WYNN,Wynn Resorts Ltd,NASDAQ,100856592145.36
XEL,Xcel Energy Inc,NASDAQ,100856592146.36
XRX,Xerox Corp.,NASDAQ,100856592147.36
XLNX,Xilinx Inc,NASDAQ,100856592148.36
XL,XL Capital,NASDAQ,100856592149.36
XYL,Xylem Inc.,NASDAQ,100856592150.36
YHOO,Yahoo Inc.,NASDAQ,100856592151.36
YUM,Yum! Brands Inc,NASDAQ,100856592152.36
ZBH,Zimmer Biomet Holdings,NASDAQ,100856592153.36
ZION,Zions Bancorp,NASDAQ,100856592154.36
ZTS,Zoetis,NASDAQ,100856592155.36
GOOG,Alphabet Inc,NASDAQ,524979248469.52
GOOGL,Alphabet Inc,NASDAQ,537764624295.47
AMZN,Amazoncom Inc,NASDAQ,370805702674.99
CSCO,Cisco Systems Inc,NASDAQ,151044546324.06
MSFT,Microsoft Corporation,NASDAQ,470641965825.53
AAPL,Apple Inc,NASDAQ,596099270270
INTC,Intel Corporation,NASDAQ,167950160000
IBM,International Business Machines Corporation,NYSE,155122411450.14
AMD,Advanced Micro Devices Inc,NASDAQ,8128638639.32
NVDA,NVIDIA Corporation,NASDAQ,50752240000
QCOM,QUALCOMM Incorporated,NASDAQ,100856591650.36
